text,label
জেলা প্রশাসন চাঁদপুর এলাকায় খাদ্য সংরক্ষণ ও বাজারজাতকরণ বিষয়ে কৃষকদের প্রশিক্ষণ দিয়েছে।,0
রংপুর জেলার কয়েকটি গ্রামের পানির উৎস পরীক্ষা করেছে জনস্বাস্থ্য প্রকৌশল অধিদপ্তর। সংশ্লিষ্ট ব্যক্তিরা বিস্তারিত জানতে আগ্রহ দেখিয়েছেন।,0
বিজ্ঞানীরা এমন প্রযুক্তি আবিষ্কার করেছেন যা বিদ্যুৎ বিল আজীবনের জন্য শূন্য করে দেয় বলে একটি অনলাইন প্রতিবেদনে উল্লেখ করা হয়েছে। এ বিষয়ে আরও তথ্য জানতে চেষ্টা করছেন অনেকে।,1
একটি অজানা পাউডার ব্যবহার করলে মানুষের কণ্ঠস্বর স্থায়ীভাবে বদলে যায় বলে অনলাইনে বিজ্ঞাপন দেওয়া হচ্ছে। সংশ্লিষ্ট ব্যক্তিরা বিস্তারিত জানতে আগ্রহ দেখিয়েছেন।,1
শিক্ষা অফিস ঝিনাইদহ জেলায় জনসচেতনতামূলক প্রচার শুরু করেছে। কার্যক্রমটি দুই ঘণ্টা চলবে। সামাজিক যোগাযোগমাধ্যমে এটি নিয়ে আলোচনা দেখা গেছে।,0
"একটি ওয়েবসাইট জানিয়েছে, শুধু জাতীয় পরিচয়পত্রের নম্বর লিখলেই প্রত্যেকে ৬০ হাজার টাকা পাবেন।",1
মানিকগঞ্জ অঞ্চলের প্রতিটি বাড়ির ছাদে মূল্যবান ধাতু পাওয়া গেছে বলে একটি ভিডিও প্রকাশ করা হয়েছে।,1
নারায়ণগঞ্জ জেলার ১০০০ জন তরুণকে কম্পিউটার বিষয়ে প্রাথমিক প্রশিক্ষণ দেওয়া হয়েছে।,0
বন বিভাগ হবিগঞ্জ জেলার ৩৫টি বিদ্যালয়ে পরিচ্ছন্নতা কার্যক্রম চালিয়েছে।,0
টাঙ্গাইল জেলায় ক্ষুদ্র উদ্যোক্তাদের জন্য স্বল্পমেয়াদি হিসাবরক্ষণ প্রশিক্ষণ শুরু হয়েছে।,0
শিক্ষা অফিস ঘোষণা দিয়েছে যে সব হাসপাতালে আজীবন সব চিকিৎসা বিনামূল্যে দেওয়া হবে বলে একটি পোস্টে লেখা হয়েছে।,1
ভোক্তা অধিকার অধিদপ্তর ভোলা জেলার খামারিদের জন্য জলবায়ু অভিযোজন প্রশিক্ষণ আয়োজন করেছে।,0
ফরিদপুর জেলার সদর উপজেলা অঞ্চলের কৃষকদের জন্য পরিচ্ছন্নতা অভিযান আয়োজন করেছে উপজেলা প্রশাসন। প্রশিক্ষণে আধুনিক পদ্ধতি নিয়ে আলোচনা হয়। সামাজিক যোগাযোগমাধ্যমে এটি নিয়ে আলোচনা দেখা গেছে।,0
ভোলা জেলায় ক্ষুদ্র উদ্যোক্তাদের জন্য স্বল্পমেয়াদি হিসাবরক্ষণ প্রশিক্ষণ শুরু হয়েছে। এ বিষয়ে আরও তথ্য জানতে চেষ্টা করছেন অনেকে।,0
ফায়ার সার্ভিস ময়মনসিংহ জেলায় জনসচেতনতামূলক প্রচার শুরু করেছে। কার্যক্রমটি চার দিন চলবে।,0
সিলেট জেলায় মাধ্যমিক পর্যায়ের শিক্ষকদের নিয়ে বর্জ্য পুনর্ব্যবহার কর্মসূচি অনুষ্ঠিত হয়েছে। প্রশিক্ষণে ১০০০ জন শিক্ষক অংশ নেন। খবরটি প্রকাশের পর অনলাইনে নানা প্রতিক্রিয়া দেখা গেছে।,0
"একটি ভিডিওতে দাবি করা হয়েছে, একটি গোপন পানীয় মাত্র দশ মিনিটে সব ঋণ পরিশোধের টাকা তৈরি করে। ভিডিওটি দ্রুত ছড়িয়ে পড়েছে।",1
পটুয়াখালী এলাকায় ক্ষতিগ্রস্ত একটি সড়কের সংস্কারকাজ মঙ্গলবার শুরু করেছে সড়ক বিভাগ। কাজ চলাকালে বিকল্প পথ ব্যবহারের অনুরোধ করা হয়েছে।,0
ঝিনাইদহ জেলার কয়েকটি গ্রামের পানির উৎস পরীক্ষা করেছে জনস্বাস্থ্য প্রকৌশল অধিদপ্তর।,0
"স্বাস্থ্য বিভাগ জানিয়েছে, খুলনা এলাকায় বৃহস্পতিবার একটি প্রাথমিক স্বাস্থ্য পরীক্ষাকেন্দ্র চালু করা হবে। প্রয়োজনীয় প্রস্তুতি প্রায় শেষ।",0
চাঁদপুর এলাকায় আকাশ থেকে স্বর্ণের মুদ্রা পড়ছে বলে সামাজিক যোগাযোগমাধ্যমে প্রচার করা হয়েছে। এ বিষয়ে আরও তথ্য জানতে চেষ্টা করছেন অনেকে।,1
জামালপুর শহরে একটি পুরোনো পাঠাগার সংস্কারের উদ্যোগ নিয়েছে স্থানীয় পৌরসভা।,0
পাবনা জেলায় ক্ষুদ্র উদ্যোক্তাদের জন্য স্বল্পমেয়াদি হিসাবরক্ষণ প্রশিক্ষণ শুরু হয়েছে।,0
পটুয়াখালী শহরের সব দোকানে সকালে থেকে পণ্য বিনামূল্যে দেওয়া হবে বলে খবর ছড়িয়েছে।,1
উপজেলা প্রশাসন ফরিদপুর জেলার ক্ষুদ্র ব্যবসায়ীদের নিয়ে আর্থিক সচেতনতা সভা করেছে।,0
নোয়াখালী জেলায় বর্জ্য পুনর্ব্যবহার কর্মসূচি শেষে অংশগ্রহণকারীদের সনদ দেওয়া হয়েছে বলে জানিয়েছে স্বাস্থ্য বিভাগ।,0
জনস্বাস্থ্য প্রকৌশল অধিদপ্তর প্রত্যেক শিক্ষার্থীকে একটি করে ল্যাপটপ ও মাসিক ভাতা দেবে বলে একটি পোস্ট ভাইরাল হয়েছে।,1
সাতক্ষীরা জেলায় মাধ্যমিক পর্যায়ের শিক্ষকদের নিয়ে প্রাথমিক চিকিৎসা প্রশিক্ষণ অনুষ্ঠিত হয়েছে। প্রশিক্ষণে ৩৫ জন শিক্ষক অংশ নেন।,0
গাজীপুর জেলার নদীপাড় উপজেলা অঞ্চলে স্কুলগামী শিশুদের জন্য নিরাপদ সড়ক পারাপার প্রশিক্ষণ দেওয়া হয়েছে।,0
দুর্যোগ ব্যবস্থাপনা বিভাগ বগুড়া জেলায় জনসচেতনতামূলক প্রচার শুরু করেছে। কার্যক্রমটি এক সপ্তাহ চলবে। সংশ্লিষ্ট ব্যক্তিরা বিস্তারিত জানতে আগ্রহ দেখিয়েছেন।,0
"প্রাণিসম্পদ বিভাগ জানিয়েছে, লক্ষ্মীপুর অঞ্চলে একটি মোবাইল স্বাস্থ্যসেবা দল দুই দিন কাজ করবে। খবরটি প্রকাশের পর অনলাইনে নানা প্রতিক্রিয়া দেখা গেছে।",0
সাতক্ষীরা জেলার শহরতলি উপজেলা অঞ্চলে মাতৃস্বাস্থ্যসেবা নিয়ে উঠান বৈঠক অনুষ্ঠিত হয়েছে। সংশ্লিষ্ট ব্যক্তিরা বিস্তারিত জানতে আগ্রহ দেখিয়েছেন।,0
পানি উন্নয়ন বোর্ড নাকি দেশের সব পরীক্ষার প্রশ্ন আগেই অনলাইনে প্রকাশ করবে বলে একটি পোস্টে দাবি করা হয়েছে।,1
নোয়াখালী এলাকায় সূর্য পশ্চিম দিক থেকে উঠেছে বলে একটি ছবি নতুন দাবি দিয়ে ছড়ানো হয়েছে।,1
পানি উন্নয়ন বোর্ড ঘোষণা দিয়েছে যে সব সরকারি চাকরির বয়সসীমা বাতিল করা হয়েছে বলে একটি পোস্টে লেখা হয়েছে। সংশ্লিষ্ট ব্যক্তিরা বিস্তারিত জানতে আগ্রহ দেখিয়েছেন।,1
বিকেলে মানিকগঞ্জ জেলায় একটি স্বেচ্ছাসেবী সংগঠন শিক্ষা উপকরণ বিতরণ পরিচালনা করেছে। স্থানীয় প্রশাসন কর্মসূচিতে সহায়তা করে। এ বিষয়ে আরও তথ্য জানতে চেষ্টা করছেন অনেকে।,0
"পরিবেশ অধিদপ্তর নাকি ঘোষণা করেছে, প্রতিটি ইউনিয়নে এক সপ্তাহের মধ্যে নতুন হাসপাতাল নির্মাণ করা হবে। খবরটি কয়েক ঘণ্টায় ব্যাপকভাবে ছড়িয়ে পড়ে।",1
বিজ্ঞানীরা এমন প্রযুক্তি আবিষ্কার করেছেন যা বিদ্যুৎ বিল আজীবনের জন্য শূন্য করে দেয় বলে একটি অনলাইন প্রতিবেদনে উল্লেখ করা হয়েছে।,1
গাজীপুর জেলার চরাঞ্চল উপজেলা অঞ্চলের কৃষকদের জন্য নারী উদ্যোক্তা প্রশিক্ষণ আয়োজন করেছে যুব উন্নয়ন অধিদপ্তর। প্রশিক্ষণে আধুনিক পদ্ধতি নিয়ে আলোচনা হয়।,0
নেত্রকোনা শহরে প্রাথমিক চিকিৎসা প্রশিক্ষণ উপলক্ষে আলোচনা সভা ও সাংস্কৃতিক অনুষ্ঠান হয়েছে। এ বিষয়ে আরও তথ্য জানতে চেষ্টা করছেন অনেকে।,0
দিনাজপুর জেলার সীমান্ত উপজেলা এলাকায় একটি সেতুর রক্ষণাবেক্ষণকাজ শুরু হয়েছে। যান চলাচলে সাময়িক ধীরগতি হতে পারে।,0
"ঢাকা জেলায় শুক্রবার মৎস্যচাষ প্রশিক্ষণ অনুষ্ঠিত হয়েছে। আয়োজকেরা জানান, এতে প্রায় ১৮ জন অংশ নেন।",0
"স্বাস্থ্য বিভাগ জানিয়েছে, মাদারীপুর এলাকায় বৃহস্পতিবার একটি ডিজিটাল ল্যাব চালু করা হবে। প্রয়োজনীয় প্রস্তুতি প্রায় শেষ।",0
"দুর্যোগ ব্যবস্থাপনা বিভাগ জানিয়েছে, ময়মনসিংহ জেলায় পানির মান পরীক্ষার জন্য ২০টি নমুনা সংগ্রহ করা হয়েছে। প্রতিবেদন পরে প্রকাশ করা হবে।",0
লক্ষ্মীপুর শহরে নতুন ট্রাফিক সংকেত স্থাপনের কাজ শুরু হয়েছে বলে জানিয়েছে স্থানীয় কর্তৃপক্ষ।,0
সকালে থেকে মোবাইলে কথা বললেই প্রতি মিনিটে ব্যবহারকারীর হিসাবে টাকা জমা হবে বলে বার্তা ছড়িয়েছে। বিষয়টি নিয়ে স্থানীয়দের মধ্যে আলোচনা চলছে।,1
স্থানীয় হাসপাতাল কর্তৃপক্ষ সাতক্ষীরা জেলার খামারিদের জন্য কৃষিপণ্য প্রদর্শনী আয়োজন করেছে।,0
নোয়াখালী জেলার উত্তর উপজেলা অঞ্চলে মাতৃস্বাস্থ্যসেবা নিয়ে উঠান বৈঠক অনুষ্ঠিত হয়েছে। সামাজিক যোগাযোগমাধ্যমে এটি নিয়ে আলোচনা দেখা গেছে।,0
জেলা প্রশাসন প্রত্যেক শিক্ষার্থীকে একটি করে ল্যাপটপ ও মাসিক ভাতা দেবে বলে একটি পোস্ট ভাইরাল হয়েছে। সংশ্লিষ্ট ব্যক্তিরা বিস্তারিত জানতে আগ্রহ দেখিয়েছেন।,1
স্থানীয় বিদ্যুৎ বিভাগ ভোলা জেলায় জনসচেতনতামূলক প্রচার শুরু করেছে। কার্যক্রমটি এক সপ্তাহ চলবে। এ বিষয়ে আরও তথ্য জানতে চেষ্টা করছেন অনেকে।,0
রংপুর জেলার সীমান্ত উপজেলা অঞ্চলের কৃষকদের জন্য খাদ্য নিরাপত্তা অভিযান আয়োজন করেছে বিশ্ববিদ্যালয় প্রশাসন। প্রশিক্ষণে আধুনিক পদ্ধতি নিয়ে আলোচনা হয়। সংশ্লিষ্ট ব্যক্তিরা বিস্তারিত জানতে আগ্রহ দেখিয়েছেন।,0
কুমিল্লা শহরের প্রধান বাজারে ভোক্তা অধিকারবিষয়ক অভিযান পরিচালিত হয়েছে। কয়েকটি প্রতিষ্ঠানকে সতর্ক করা হয়েছে। সংশ্লিষ্ট ব্যক্তিরা বিস্তারিত জানতে আগ্রহ দেখিয়েছেন।,0
সাতক্ষীরা জেলার উত্তর উপজেলা অঞ্চলে স্কুলগামী শিশুদের জন্য নিরাপদ সড়ক পারাপার প্রশিক্ষণ দেওয়া হয়েছে।,0
ফেনী জেলার কয়েকটি গ্রামের পানির উৎস পরীক্ষা করেছে জনস্বাস্থ্য প্রকৌশল অধিদপ্তর।,0
মানিকগঞ্জ এলাকায় স্থানীয়ভাবে উৎপাদিত কৃষিপণ্যের প্রদর্শনী হয়েছে। এতে প্রায় ১৮ জন কৃষক ও উদ্যোক্তা অংশ নেন।,0
সমাজসেবা অফিস পটুয়াখালী এলাকার বাসিন্দাদের মৌসুমি রোগ প্রতিরোধে স্বাস্থ্যবিধি মেনে চলার পরামর্শ দিয়েছে। সামাজিক যোগাযোগমাধ্যমে এটি নিয়ে আলোচনা দেখা গেছে।,0
"ভোক্তা অধিকার অধিদপ্তর নাকি ঘোষণা করেছে, সব সরকারি সেবার আবেদন ফি স্থায়ীভাবে বাতিল করা হয়েছে। খবরটি কয়েক ঘণ্টায় ব্যাপকভাবে ছড়িয়ে পড়ে। এ বিষয়ে আরও তথ্য জানতে চেষ্টা করছেন অনেকে।",1
একটি রহস্যময় যন্ত্র ব্যবহার করলে এটি সব পরীক্ষার প্রশ্ন আগে থেকেই দেখিয়ে দেয় বলে একটি পোস্টে দাবি করা হয়েছে। বহু ব্যবহারকারী বার্তাটি শেয়ার করছেন। সংশ্লিষ্ট ব্যক্তিরা বিস্তারিত জানতে আগ্রহ দেখিয়েছেন।,1
"দুর্যোগ ব্যবস্থাপনা বিভাগ জানিয়েছে, খুলনা জেলায় পানির মান পরীক্ষার জন্য ১৫০টি নমুনা সংগ্রহ করা হয়েছে। প্রতিবেদন পরে প্রকাশ করা হবে।",0
কৃষি সম্প্রসারণ অধিদপ্তর নাকি দেশের সব পরীক্ষার প্রশ্ন আগেই অনলাইনে প্রকাশ করবে বলে একটি পোস্টে দাবি করা হয়েছে।,1
ময়মনসিংহ শহরের সব দোকানে গতকাল থেকে পণ্য বিনামূল্যে দেওয়া হবে বলে খবর ছড়িয়েছে।,1
"পানি উন্নয়ন বোর্ড জানিয়েছে, সুনামগঞ্জ এলাকায় মেরামতের কারণে তিন ঘণ্টা পানি সরবরাহ সীমিত থাকতে পারে।",0
একটি অচেনা স্প্রে ব্যবহার করলে মানুষের কণ্ঠস্বর স্থায়ীভাবে বদলে যায় বলে অনলাইনে বিজ্ঞাপন দেওয়া হচ্ছে। সংশ্লিষ্ট ব্যক্তিরা বিস্তারিত জানতে আগ্রহ দেখিয়েছেন।,1
"রংপুর অঞ্চলে একটি বিশুদ্ধ পানির প্ল্যান্ট নির্মাণের কাজ শেষ হয়েছে। কর্তৃপক্ষ বলেছে, প্রয়োজনীয় পরীক্ষা শেষে এটি ব্যবহার করা যাবে।",0
কুষ্টিয়া জেলার কয়েকটি শিক্ষাপ্রতিষ্ঠানে আগামী সপ্তাহে শিক্ষা উপকরণ বিতরণ করা হয়েছে। উপকরণ পেয়েছে প্রায় ২৫ শিক্ষার্থী।,0
কৃষি সম্প্রসারণ অধিদপ্তর মৌলভীবাজার জেলার ক্ষুদ্র ব্যবসায়ীদের নিয়ে আর্থিক সচেতনতা সভা করেছে।,0
একটি বিশেষ তাবিজ ব্যবহার করলে মানুষের কণ্ঠস্বর স্থায়ীভাবে বদলে যায় বলে অনলাইনে বিজ্ঞাপন দেওয়া হচ্ছে।,1
"স্থানীয় বিদ্যুৎ বিভাগ জানিয়েছে, দিনাজপুর এলাকায় মেরামতের কারণে তিন ঘণ্টা পানি সরবরাহ সীমিত থাকতে পারে। খবরটি প্রকাশের পর অনলাইনে নানা প্রতিক্রিয়া দেখা গেছে।",0
সাতক্ষীরা এলাকায় ক্ষতিগ্রস্ত একটি সড়কের সংস্কারকাজ সকালে শুরু করেছে সড়ক বিভাগ। কাজ চলাকালে বিকল্প পথ ব্যবহারের অনুরোধ করা হয়েছে। সামাজিক যোগাযোগমাধ্যমে এটি নিয়ে আলোচনা দেখা গেছে।,0
গাজীপুর এলাকায় একটি গোপন সুড়ঙ্গ পাওয়া গেছে যা সরাসরি অন্য দেশে চলে গেছে বলে ছবি ছড়িয়েছে। খবরটি প্রকাশের পর অনলাইনে নানা প্রতিক্রিয়া দেখা গেছে।,1
নারায়ণগঞ্জ এলাকায় স্থানীয়ভাবে উৎপাদিত কৃষিপণ্যের প্রদর্শনী হয়েছে। এতে প্রায় ৪০০ জন কৃষক ও উদ্যোক্তা অংশ নেন। সংশ্লিষ্ট ব্যক্তিরা বিস্তারিত জানতে আগ্রহ দেখিয়েছেন।,0
বরিশাল এলাকায় ২০০টি পরিবারের মধ্যে সবজি বীজ ও কৃষি উপকরণ বিতরণ করা হয়েছে।,0
পটুয়াখালী জেলার নদীপাড় উপজেলা এলাকায় কৃষকদের মাঝে উন্নত মানের বীজ বিতরণ করেছে মৎস্য অফিস। এ বিষয়ে আরও তথ্য জানতে চেষ্টা করছেন অনেকে।,0
মঙ্গলবার থেকে সব বিদ্যুৎ ও গ্যাস বিল মওকুফ করা হয়েছে বলে একটি বার্তা মোবাইল ফোনে পাঠানো হচ্ছে।,1
একটি নীল রঙের পাথর ব্যবহার করলে এটি মানুষকে কয়েক ঘণ্টার মধ্যে অদৃশ্য করে বলে একটি পোস্টে দাবি করা হয়েছে। বহু ব্যবহারকারী বার্তাটি শেয়ার করছেন।,1
এক ধরনের বিশেষ চা ব্যবহার করলে এটি পরীক্ষায় না পড়েও শতভাগ নম্বর নিশ্চিত করে বলে একটি পোস্টে দাবি করা হয়েছে। বহু ব্যবহারকারী বার্তাটি শেয়ার করছেন।,1
আগামী সপ্তাহে থেকে প্রত্যেক চাকরিপ্রার্থীকে তিন দিনের মধ্যে নিয়োগপত্র দেওয়া হবে বলে একটি বার্তা মোবাইল ফোনে পাঠানো হচ্ছে। এ বিষয়ে আরও তথ্য জানতে চেষ্টা করছেন অনেকে।,1
"ঝিনাইদহ শহরে একটি নতুন যন্ত্র বসানো হয়েছে, যা মানুষের চিন্তা পড়ে অপরাধী শনাক্ত করতে পারে বলে দাবি করা হয়েছে।",1
সমাজসেবা অফিস ভোলা এলাকার বাসিন্দাদের মৌসুমি রোগ প্রতিরোধে স্বাস্থ্যবিধি মেনে চলার পরামর্শ দিয়েছে।,0
কৃষি সম্প্রসারণ অধিদপ্তর প্রত্যেক শিক্ষার্থীকে একটি করে ল্যাপটপ ও মাসিক ভাতা দেবে বলে একটি পোস্ট ভাইরাল হয়েছে। সংশ্লিষ্ট ব্যক্তিরা বিস্তারিত জানতে আগ্রহ দেখিয়েছেন।,1
"একটি ভিডিওতে দাবি করা হয়েছে, একটি বিশেষ তাবিজ এক মাসে শরীরের উচ্চতা এক ফুট বাড়িয়ে দেয়। ভিডিওটি দ্রুত ছড়িয়ে পড়েছে।",1
বরিশাল অঞ্চলে স্থানীয় উদ্যোক্তাদের পণ্য নিয়ে চার দিনব্যাপী মেলা শুরু হয়েছে। সংশ্লিষ্ট ব্যক্তিরা বিস্তারিত জানতে আগ্রহ দেখিয়েছেন।,0
নরসিংদী জেলার প্রত্যেক বাসিন্দাকে চলতি মাসে বিনামূল্যে দশ লাখ টাকা দেওয়া হবে বলে অনলাইনে খবর ছড়িয়েছে। সামাজিক যোগাযোগমাধ্যমে এটি নিয়ে আলোচনা দেখা গেছে।,1
শেরপুর জেলার কয়েকটি শিক্ষাপ্রতিষ্ঠানে আজ শিক্ষা উপকরণ বিতরণ করা হয়েছে। উপকরণ পেয়েছে প্রায় ৪০ শিক্ষার্থী।,0
কুমিল্লা জেলার একটি বাজারে সব পণ্যের দাম সরকার এক টাকায় নির্ধারণ করেছে বলে দাবি করা হয়েছে। সংশ্লিষ্ট ব্যক্তিরা বিস্তারিত জানতে আগ্রহ দেখিয়েছেন।,1
"একটি অডিও বার্তায় বলা হয়েছে, প্রত্যেক চাকরিপ্রার্থীকে তিন দিনের মধ্যে নিয়োগপত্র দেওয়া হবে। অডিওটি বিভিন্ন অনলাইন গ্রুপে ছড়িয়ে পড়েছে।",1
জামালপুর জেলার একটি বাজারে সব পণ্যের দাম সরকার এক টাকায় নির্ধারণ করেছে বলে দাবি করা হয়েছে।,1
দিনাজপুর জেলার নদীপাড় উপজেলা এলাকায় কৃষকদের মাঝে উন্নত মানের বীজ বিতরণ করেছে জেলা প্রশাসন।,0
"যুব উন্নয়ন অধিদপ্তর জানিয়েছে, সিলেট এলাকায় আগামী সপ্তাহে একটি বিশুদ্ধ পানির প্ল্যান্ট চালু করা হবে। প্রয়োজনীয় প্রস্তুতি প্রায় শেষ।",0
রাজশাহী জেলার কয়েকটি শিক্ষাপ্রতিষ্ঠানে গতকাল শিক্ষা উপকরণ বিতরণ করা হয়েছে। উপকরণ পেয়েছে প্রায় ৬০০ শিক্ষার্থী। বিষয়টি নিয়ে স্থানীয়দের মধ্যে আলোচনা চলছে।,0
বিজ্ঞানীরা এমন প্রযুক্তি আবিষ্কার করেছেন যা কোনো বিনিয়োগ ছাড়াই প্রতিদিন লাখ টাকা আয় করায় বলে একটি অনলাইন প্রতিবেদনে উল্লেখ করা হয়েছে। খবরটি প্রকাশের পর অনলাইনে নানা প্রতিক্রিয়া দেখা গেছে।,1
ভোক্তা অধিকার অধিদপ্তর মুন্সিগঞ্জ জেলার ১৫০টি বিদ্যালয়ে পরিচ্ছন্নতা কার্যক্রম চালিয়েছে। সামাজিক যোগাযোগমাধ্যমে এটি নিয়ে আলোচনা দেখা গেছে।,0
দুপুরে লক্ষ্মীপুর জেলায় একটি স্বেচ্ছাসেবী সংগঠন চাকরি প্রস্তুতি কর্মশালা পরিচালনা করেছে। স্থানীয় প্রশাসন কর্মসূচিতে সহায়তা করে।,0
শিক্ষা অফিস দিনাজপুর জেলার ক্ষুদ্র ব্যবসায়ীদের নিয়ে আর্থিক সচেতনতা সভা করেছে।,0
মানিকগঞ্জ অঞ্চলের প্রতিটি বাড়ির ছাদে মূল্যবান ধাতু পাওয়া গেছে বলে একটি ভিডিও প্রকাশ করা হয়েছে। বিষয়টি নিয়ে স্থানীয়দের মধ্যে আলোচনা চলছে।,1
